PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2219_01,Earth,true,,55 Cancri e,18.0,false,0.0,0.0,0.0,0.0,0.0,Milda Woodwin,true
2220_01,Earth,false,G/357/S,TRAPPIST-1e,47.0,false,0.0,0.0,880.0,0.0,2.0,Ralda Acobsond,true
2221_01,Earth,true,G/355/P,PSO J318.5-22,29.0,false,0.0,0.0,0.0,0.0,0.0,Andrey Fisherry,true
2223_01,Earth,false,G/358/S,TRAPPIST-1e,,false,0.0,86.0,0.0,252.0,570.0,Glena Vanglis,false
2224_01,Earth,false,F/435/S,TRAPPIST-1e,14.0,false,0.0,600.0,0.0,204.0,0.0,Dessie Polloantes,true
2225_01,Earth,true,G/356/P,PSO J318.5-22,25.0,false,0.0,0.0,0.0,0.0,0.0,Willey Puckley,false
2229_01,Earth,false,F/437/S,TRAPPIST-1e,22.0,false,48.0,329.0,182.0,26.0,154.0,Ianya Norry,false
2232_01,Earth,false,F/438/S,55 Cancri e,31.0,false,0.0,14.0,671.0,1.0,3.0,Eriky Dyers,false
2232_02,Earth,false,F/438/S,TRAPPIST-1e,24.0,false,0.0,1220.0,0.0,140.0,0.0,Adrie Dyers,false
2233_01,Earth,false,G/359/P,TRAPPIST-1e,39.0,false,9.0,18.0,0.0,2.0,878.0,Nelle Alfordonard,false
2235_01,Earth,false,F/449/P,TRAPPIST-1e,27.0,false,203.0,539.0,0.0,0.0,0.0,Elica Tranciams,false
2239_01,Earth,false,F/439/S,PSO J318.5-22,26.0,false,93.0,0.0,469.0,0.0,0.0,Kencey Franchaney,true
2241_01,Earth,false,F/451/P,TRAPPIST-1e,27.0,false,485.0,1109.0,921.0,0.0,1.0,Jacky Jacostaffey,false
2243_01,Earth,false,G/362/P,TRAPPIST-1e,22.0,false,38.0,483.0,80.0,47.0,121.0,Thondy Booness,true
2252_01,Earth,false,G/363/P,,37.0,false,0.0,1368.0,0.0,,960.0,Ernard Willy,false
2253_01,Earth,false,G/359/S,TRAPPIST-1e,54.0,false,701.0,32.0,171.0,8.0,0.0,Cherry Cruzaley,false
2254_01,Earth,false,F/455/P,TRAPPIST-1e,26.0,false,0.0,10.0,0.0,702.0,1.0,Beula Mcfaddenson,false
2256_01,Earth,true,G/360/S,TRAPPIST-1e,47.0,false,0.0,0.0,0.0,0.0,0.0,Aarone Batestonley,true
2258_01,Earth,true,G/364/P,TRAPPIST-1e,46.0,false,,0.0,0.0,0.0,0.0,All Leonzaley,true
2261_01,Earth,false,F/441/S,TRAPPIST-1e,29.0,false,0.0,0.0,885.0,0.0,0.0,Millia Bairdford,true
2262_01,Earth,false,G/365/P,55 Cancri e,43.0,false,485.0,4.0,136.0,48.0,0.0,Clarry Kimpson,false
2263_01,Earth,false,F/456/P,TRAPPIST-1e,42.0,false,0.0,0.0,32.0,772.0,0.0,Andie Burnewman,false
2264_01,Earth,false,F/442/S,TRAPPIST-1e,39.0,false,0.0,0.0,13.0,0.0,868.0,Lanedy Youngrayes,true
2268_01,Earth,true,G/366/P,TRAPPIST-1e,19.0,false,0.0,0.0,0.0,0.0,0.0,Camiet Mcbriggins,false
2272_01,Earth,false,G/367/P,TRAPPIST-1e,3.0,false,0.0,0.0,0.0,0.0,0.0,,true
2272_02,Earth,true,,55 Cancri e,21.0,false,0.0,0.0,0.0,0.0,0.0,Mela Quinnerettt,true
2272_03,Earth,false,G/367/P,TRAPPIST-1e,1.0,false,0.0,0.0,0.0,0.0,0.0,Ricard Kirks,true
2273_01,Earth,false,E/162/S,TRAPPIST-1e,22.0,false,0.0,0.0,0.0,10.0,778.0,Timmy Hanner,false
2277_01,Earth,false,G/362/S,TRAPPIST-1e,19.0,false,26.0,313.0,470.0,0.0,0.0,Diandy Wallerson,false
2281_01,Earth,false,E/136/P,TRAPPIST-1e,6.0,false,0.0,0.0,0.0,0.0,0.0,Rica Hoppers,true
2282_01,Earth,,F/461/P,TRAPPIST-1e,20.0,false,0.0,544.0,1.0,0.0,378.0,Ellena Burtiz,false
2287_01,Earth,false,F/464/P,TRAPPIST-1e,37.0,false,0.0,1.0,0.0,219.0,,Shally Reyersendry,false
2288_01,Earth,false,E/163/S,TRAPPIST-1e,22.0,false,12.0,746.0,802.0,58.0,0.0,Dia Figuez,false
2291_01,Earth,,G/365/S,55 Cancri e,6.0,false,0.0,0.0,0.0,,0.0,Patoya Pittler,false
2291_02,Earth,false,G/365/S,TRAPPIST-1e,36.0,false,3.0,0.0,435.0,8.0,277.0,Nancey Pittler,false
2291_03,Earth,false,F/445/S,55 Cancri e,46.0,false,426.0,37.0,0.0,0.0,568.0,,false
2295_01,Earth,false,F/466/P,TRAPPIST-1e,75.0,false,0.0,0.0,1224.0,,1769.0,Melica Emenez,false
2295_02,Earth,false,F/466/P,TRAPPIST-1e,37.0,false,0.0,8.0,70.0,360.0,258.0,Jillie Emenez,false
2296_01,Earth,true,G/369/P,TRAPPIST-1e,22.0,false,0.0,0.0,,0.0,0.0,Kencey Patteraley,true
2298_01,Earth,false,F/467/P,PSO J318.5-22,33.0,false,270.0,412.0,1.0,,5.0,Thery Fredersend,false
2301_01,Earth,false,F/449/S,TRAPPIST-1e,23.0,false,1010.0,0.0,33.0,10.0,0.0,Colly Hodgesss,true
2301_02,Earth,false,G/367/S,55 Cancri e,37.0,false,1508.0,,0.0,1.0,0.0,Weslie Hodgesss,false
2301_03,Earth,false,F/449/S,55 Cancri e,24.0,false,1367.0,0.0,1.0,0.0,0.0,Marine Hodgesss,false
2305_01,Earth,true,G/368/S,TRAPPIST-1e,60.0,false,0.0,0.0,0.0,0.0,0.0,,false
2309_01,Earth,true,G/371/P,PSO J318.5-22,5.0,false,0.0,0.0,0.0,0.0,0.0,Feryla Whitledges,false
2311_01,Earth,false,G/372/P,TRAPPIST-1e,33.0,false,0.0,763.0,1.0,66.0,84.0,Elsane Cabrewsond,false
2314_01,Earth,true,G/370/S,TRAPPIST-1e,13.0,false,0.0,0.0,0.0,0.0,0.0,Troyce Folemonley,false
2316_01,Earth,true,G/371/S,PSO J318.5-22,45.0,false,0.0,0.0,0.0,0.0,0.0,Shan Blange,true
2317_01,Earth,false,G/372/S,TRAPPIST-1e,39.0,false,0.0,454.0,0.0,454.0,0.0,Ronia Gainebergan,false
2318_01,Earth,false,F/470/P,TRAPPIST-1e,18.0,false,128.0,37.0,626.0,0.0,5.0,Lindy Bradamss,false
2320_01,Earth,false,F/450/S,55 Cancri e,,false,0.0,760.0,0.0,21.0,23.0,Thel Francock,false
2321_01,Earth,true,G/373/S,PSO J318.5-22,25.0,false,0.0,0.0,0.0,0.0,0.0,Claura Petermandez,true
2325_01,Earth,true,G/374/S,PSO J318.5-22,22.0,false,0.0,0.0,0.0,0.0,0.0,Kimmie Hurchez,false
2332_01,Earth,false,F/453/S,TRAPPIST-1e,21.0,false,556.0,0.0,20.0,1589.0,0.0,Cellex Mccarry,false
2338_01,Earth,true,G/376/P,55 Cancri e,27.0,false,0.0,0.0,0.0,0.0,0.0,Elenay Moodman,true
2338_02,Earth,false,F/474/P,TRAPPIST-1e,26.0,false,14.0,0.0,0.0,857.0,0.0,Julion Moodman,false
2340_01,Earth,false,F/454/S,PSO J318.5-22,24.0,false,0.0,0.0,648.0,0.0,0.0,Karlie Huntt,false
2341_01,Earth,false,F/455/S,TRAPPIST-1e,15.0,false,0.0,785.0,0.0,0.0,0.0,Karlie Hubbarnett,true
2345_01,Earth,true,G/378/S,PSO J318.5-22,53.0,false,0.0,,0.0,0.0,0.0,Evane Brightez,false
2347_01,Earth,,F/477/P,55 Cancri e,28.0,false,613.0,22.0,0.0,0.0,0.0,Evaley Wellierras,false
2347_02,Earth,true,G/377/P,TRAPPIST-1e,11.0,false,0.0,0.0,0.0,0.0,0.0,Janne Wellierras,true
2347_03,Earth,true,G/377/P,TRAPPIST-1e,7.0,false,0.0,0.0,0.0,0.0,0.0,Ward Wellierras,false
2347_04,Earth,true,G/377/P,PSO J318.5-22,0.0,false,0.0,0.0,0.0,0.0,0.0,Joanry Wellierras,true
2347_05,Earth,true,G/377/P,55 Cancri e,15.0,false,0.0,0.0,0.0,0.0,0.0,Lewise Wellierras,true
2347_06,Earth,false,G/377/P,55 Cancri e,31.0,false,1.0,,2.0,605.0,0.0,Therry Wellierras,false
2347_07,Earth,false,G/377/P,TRAPPIST-1e,9.0,false,,0.0,0.0,0.0,0.0,Fanna Wellierras,false
2349_01,Earth,false,G/379/S,TRAPPIST-1e,35.0,false,0.0,722.0,0.0,0.0,185.0,All Brookes,false
2353_01,Earth,false,G/380/S,TRAPPIST-1e,30.0,false,27.0,5412.0,86.0,,0.0,Janney Morgerson,true
2353_02,Earth,false,F/457/S,55 Cancri e,13.0,false,880.0,0.0,0.0,0.0,0.0,Lawren Morgerson,false
2357_01,Earth,false,E/139/P,TRAPPIST-1e,20.0,false,0.0,409.0,994.0,215.0,0.0,Vandy Whitez,false
2360_01,Earth,true,G/379/P,TRAPPIST-1e,24.0,false,0.0,0.0,0.0,0.0,0.0,Dorene Boyersons,true
2361_01,Earth,true,G/380/P,PSO J318.5-22,3.0,false,0.0,0.0,0.0,0.0,0.0,Teryla Belley,false
2361_02,Earth,false,F/481/P,,29.0,false,0.0,0.0,792.0,0.0,0.0,Megany Belley,true
2364_01,Earth,false,G/381/P,TRAPPIST-1e,44.0,false,0.0,4.0,6.0,864.0,33.0,Sta Roachez,true
2367_01,Earth,false,F/483/P,TRAPPIST-1e,19.0,false,0.0,0.0,1.0,644.0,0.0,Mela Brookes,false
2369_01,Earth,false,F/484/P,TRAPPIST-1e,30.0,false,3.0,0.0,880.0,0.0,40.0,Netty Youngrayes,false
2375_01,Earth,false,G/383/P,55 Cancri e,22.0,false,0.0,0.0,659.0,94.0,0.0,Jeroy Franankson,true
2376_01,Earth,false,F/459/S,55 Cancri e,22.0,false,0.0,30.0,0.0,0.0,673.0,Harlos Coffmaney,false
2379_01,Earth,false,F/487/P,TRAPPIST-1e,35.0,false,194.0,0.0,678.0,0.0,0.0,Monard Grifford,false
2382_01,Earth,false,F/488/P,55 Cancri e,41.0,false,0.0,33.0,0.0,1324.0,0.0,,false
2384_01,Earth,true,G/383/S,TRAPPIST-1e,57.0,false,0.0,0.0,0.0,0.0,0.0,Paulah Cleachrand,false
2384_02,Earth,true,G/383/S,PSO J318.5-22,3.0,false,0.0,0.0,0.0,0.0,0.0,Landa Cleachrand,false
2384_03,Earth,false,G/383/S,55 Cancri e,11.0,false,0.0,0.0,0.0,0.0,0.0,Cathya Pollarkeeks,true
2384_04,Earth,false,G/383/S,TRAPPIST-1e,4.0,false,0.0,0.0,0.0,0.0,0.0,Loreen Cleachrand,true
2384_05,Earth,true,G/383/S,TRAPPIST-1e,17.0,false,0.0,0.0,0.0,,0.0,Ronia Pollarkeeks,false
2384_06,Earth,,G/383/S,TRAPPIST-1e,30.0,false,0.0,0.0,0.0,0.0,0.0,Lerome Cleachrand,false
2387_01,Earth,false,E/142/P,TRAPPIST-1e,58.0,false,,400.0,0.0,690.0,490.0,Debony Estiagosen,true
2389_01,Earth,false,G/384/S,TRAPPIST-1e,22.0,false,0.0,46.0,0.0,676.0,0.0,Annon Solon,false
2390_01,Earth,,G/385/P,TRAPPIST-1e,24.0,false,0.0,0.0,,59.0,4120.0,Joelan Burrilllins,false
2391_01,Earth,false,E/143/P,TRAPPIST-1e,20.0,false,768.0,19.0,0.0,1.0,0.0,Chery Hendrys,false
2395_01,Earth,false,G/387/P,TRAPPIST-1e,49.0,false,712.0,1.0,0.0,0.0,,Olgary Toddleton,false
2396_01,Earth,false,E/168/S,TRAPPIST-1e,46.0,false,0.0,557.0,0.0,287.0,781.0,Deaney Handertiz,false
2396_02,Earth,false,G/386/S,TRAPPIST-1e,30.0,false,854.0,0.0,30.0,0.0,0.0,Sallie Handertiz,false
2397_01,Earth,false,G/387/S,55 Cancri e,36.0,false,0.0,810.0,0.0,0.0,0.0,Elenna Raney,false
2398_01,Earth,false,F/490/P,TRAPPIST-1e,21.0,false,0.0,780.0,44.0,0.0,5.0,Loresa Barnolaney,false
2401_01,Earth,true,G/388/P,PSO J318.5-22,42.0,false,0.0,0.0,0.0,0.0,0.0,Luise Francock,true
2402_01,Earth,true,G/389/P,TRAPPIST-1e,13.0,false,0.0,0.0,,0.0,0.0,Glenna Valezaley,false
2403_01,Earth,false,G/388/S,,25.0,false,7.0,0.0,0.0,877.0,0.0,Antony Frederry,false
2409_01,Earth,false,F/492/P,55 Cancri e,22.0,false,292.0,395.0,0.0,0.0,3.0,Briam Pottonalden,false
2409_02,Earth,true,G/390/P,TRAPPIST-1e,22.0,false,0.0,0.0,0.0,0.0,0.0,Eulahy Pottonalden,true
2410_01,Earth,true,G/391/P,TRAPPIST-1e,43.0,false,0.0,0.0,,0.0,0.0,Dia Beckeetter,true
2411_01,Earth,false,F/493/P,TRAPPIST-1e,29.0,false,19.0,2115.0,17.0,,0.0,Brinez Howenters,true
2412_01,Earth,true,G/392/P,TRAPPIST-1e,24.0,false,0.0,0.0,0.0,0.0,0.0,Rone Bertsontry,true
2413_01,Earth,true,G/390/S,PSO J318.5-22,18.0,false,0.0,0.0,0.0,0.0,0.0,Tyrona Barnoldeney,true
2416_01,Earth,false,G/391/S,TRAPPIST-1e,43.0,false,9.0,0.0,1079.0,0.0,729.0,Lesley Nolds,false
2417_01,Earth,false,G/393/P,TRAPPIST-1e,32.0,false,11.0,31.0,0.0,836.0,9.0,Shanya Mcgowaymond,false
2419_01,Earth,true,G/394/P,TRAPPIST-1e,15.0,false,0.0,0.0,0.0,0.0,0.0,Eriney Mclainez,true
2423_01,Earth,true,G/395/P,TRAPPIST-1e,20.0,false,0.0,0.0,0.0,0.0,0.0,Bonya Boltond,false
2424_01,Earth,false,G/393/S,TRAPPIST-1e,34.0,false,34.0,223.0,1559.0,0.0,0.0,Hanna Fishopper,true
2429_01,Earth,false,F/497/P,TRAPPIST-1e,17.0,false,112.0,56.0,332.0,0.0,606.0,Idace Vinozarks,false
2431_01,Earth,false,F/498/P,TRAPPIST-1e,13.0,false,0.0,2.0,0.0,566.0,208.0,Candy Josesh,false
2432_01,Earth,false,F/499/P,TRAPPIST-1e,19.0,false,0.0,0.0,79.0,,0.0,Cellex Anthompson,false
2435_01,Earth,false,F/467/S,TRAPPIST-1e,33.0,false,4.0,0.0,28.0,0.0,2757.0,Lynnee Bonder,false
2436_01,Earth,false,F/501/P,TRAPPIST-1e,21.0,false,759.0,0.0,0.0,,40.0,Gileen Figuez,false
2439_01,Earth,false,F/504/P,TRAPPIST-1e,24.0,false,227.0,537.0,13.0,0.0,0.0,Ninald Bardinard,true
2441_01,Earth,false,F/468/S,55 Cancri e,17.0,false,0.0,11.0,493.0,0.0,372.0,Tamin Bowenasey,false
2444_01,Earth,false,F/506/P,55 Cancri e,43.0,false,6.0,236.0,3.0,448.0,54.0,Benew Pentss,false
2445_01,Earth,false,E/170/S,,43.0,false,602.0,3.0,27.0,89.0,69.0,Sanney Lerez,false
2446_01,Earth,false,F/507/P,TRAPPIST-1e,33.0,false,0.0,0.0,661.0,0.0,94.0,Lestie Hoppernardy,true
2452_01,Earth,false,F/470/S,55 Cancri e,42.0,false,526.0,2.0,28.0,161.0,,Lorey Wiggs,false
2454_01,Earth,false,F/510/P,TRAPPIST-1e,19.0,false,0.0,0.0,0.0,157.0,644.0,Jeandy Monroellynn,false
2456_01,Earth,true,G/399/P,PSO J318.5-22,13.0,false,0.0,0.0,0.0,0.0,0.0,Dorey Jarvey,false
2457_01,Earth,true,G/400/P,TRAPPIST-1e,16.0,false,0.0,0.0,0.0,0.0,0.0,Brada Raney,true
2458_01,Earth,false,F/511/P,TRAPPIST-1e,21.0,false,31.0,93.0,578.0,0.0,0.0,Rald Mcphernard,true
2460_01,Earth,true,G/402/P,PSO J318.5-22,28.0,false,0.0,0.0,0.0,0.0,0.0,Man Solon,true
2462_01,Earth,true,G/397/S,PSO J318.5-22,15.0,,0.0,0.0,0.0,0.0,0.0,Yolana Flowensley,false
2463_01,Earth,false,E/171/S,TRAPPIST-1e,48.0,false,58.0,0.0,12.0,,0.0,Leondy Johnshines,false
2466_01,Earth,false,F/472/S,TRAPPIST-1e,42.0,false,,1.0,61.0,897.0,0.0,Carley Harmond,false
2470_01,Earth,false,G/398/S,TRAPPIST-1e,23.0,false,139.0,0.0,0.0,567.0,0.0,Mollen Bookst,false
2470_02,Earth,false,G/398/S,TRAPPIST-1e,26.0,false,0.0,,0.0,543.0,,Nance Bookst,false
2471_01,Earth,false,G/403/P,TRAPPIST-1e,45.0,false,0.0,0.0,450.0,94.0,364.0,Brance Johnsby,false
2472_01,Earth,false,E/173/S,TRAPPIST-1e,30.0,false,756.0,4.0,30.0,0.0,0.0,Elara Patrichane,false
2476_01,Earth,false,F/512/P,TRAPPIST-1e,35.0,,0.0,0.0,1.0,0.0,1264.0,Luise Arner,false
2478_01,Earth,true,G/404/P,TRAPPIST-1e,52.0,false,0.0,0.0,0.0,0.0,0.0,Analdy Bardina,false
2479_01,Earth,true,,PSO J318.5-22,21.0,false,0.0,0.0,0.0,0.0,0.0,Joela Gordanieves,false
2480_01,Earth,false,F/476/S,55 Cancri e,41.0,false,682.0,0.0,0.0,0.0,17.0,Allara Llovers,false
2483_01,Earth,false,F/477/S,55 Cancri e,35.0,false,2594.0,195.0,0.0,0.0,0.0,Eulah Crayeson,false
2486_01,Earth,false,F/513/P,TRAPPIST-1e,26.0,false,552.0,192.0,30.0,0.0,1.0,Marily Lopelases,false
2486_02,Earth,false,F/513/P,TRAPPIST-1e,17.0,false,584.0,738.0,54.0,0.0,621.0,Alber Lopelases,false
2491_01,Earth,false,G/401/S,PSO J318.5-22,25.0,false,2.0,2762.0,552.0,0.0,1391.0,Eila Haydenzier,false
2496_01,Earth,false,F/481/S,TRAPPIST-1e,25.0,false,64.0,0.0,0.0,660.0,0.0,Ireen Goody,false
2497_01,Earth,false,,55 Cancri e,36.0,false,0.0,0.0,0.0,33.0,619.0,Glasey Foledges,false
2498_01,Earth,false,E/176/S,TRAPPIST-1e,14.0,false,148.0,0.0,34.0,808.0,0.0,Dorice Kellson,false
2500_01,Earth,false,G/403/S,TRAPPIST-1e,22.0,false,272.0,44.0,0.0,1064.0,418.0,Curtle Hoppernardy,false
2502_01,Earth,false,G/404/S,TRAPPIST-1e,24.0,false,873.0,12.0,1.0,0.0,3.0,Karlie Beckerson,false
2505_02,Earth,false,E/149/P,TRAPPIST-1e,19.0,false,0.0,5.0,4.0,541.0,238.0,Hilley Mckinn,false
2509_01,Earth,false,F/483/S,TRAPPIST-1e,43.0,false,0.0,9.0,1145.0,0.0,0.0,Wen Georgasey,false
2513_01,Earth,false,,TRAPPIST-1e,28.0,false,0.0,55.0,0.0,656.0,0.0,Loree Mathison,false
2516_01,Earth,false,G/406/P,55 Cancri e,29.0,false,75.0,17.0,0.0,211.0,506.0,Enryn Romason,false
2519_01,Earth,false,F/485/S,TRAPPIST-1e,24.0,false,172.0,775.0,344.0,0.0,0.0,Lyde Whitez,true
2527_01,Earth,true,G/405/S,PSO J318.5-22,38.0,,0.0,0.0,0.0,0.0,0.0,Dianie Brownings,true
2531_01,Earth,true,G/407/P,PSO J318.5-22,25.0,false,0.0,0.0,0.0,0.0,0.0,Derry Danielps,true
2535_01,Earth,true,G/409/P,TRAPPIST-1e,28.0,false,0.0,0.0,0.0,0.0,0.0,Glene Bakerson,false
2537_01,Earth,false,E/152/P,PSO J318.5-22,23.0,false,0.0,9.0,292.0,35.0,349.0,Dwin Meltoney,true
2545_01,Earth,true,G/410/P,55 Cancri e,78.0,false,0.0,0.0,0.0,0.0,0.0,Joycey Hoppernardy,false
2546_01,Earth,false,F/491/S,TRAPPIST-1e,36.0,false,548.0,179.0,24.0,0.0,77.0,Etha Shawatson,false
2548_01,Earth,false,G/407/S,TRAPPIST-1e,18.0,false,852.0,48.0,0.0,7.0,0.0,Emmax Vincenton,false
2550_01,Earth,true,G/411/P,TRAPPIST-1e,16.0,false,0.0,0.0,0.0,0.0,0.0,Eliana Larlowelley,true
2551_01,Earth,false,F/523/P,TRAPPIST-1e,32.0,false,238.0,156.0,3.0,2.0,324.0,Marlly Gamberson,false
2552_01,Earth,false,F/492/S,TRAPPIST-1e,19.0,false,0.0,1124.0,4.0,0.0,0.0,Arlen Vincenton,true
2552_02,Earth,false,G/408/S,55 Cancri e,7.0,false,0.0,0.0,0.0,0.0,,Dorice Vincenton,true
2552_03,Earth,false,G/408/S,55 Cancri e,4.0,false,0.0,0.0,0.0,0.0,0.0,Teryla Vincenton,true
2560_01,Earth,true,G/412/P,PSO J318.5-22,0.0,false,0.0,0.0,0.0,0.0,0.0,Pennie Loway,true
2560_02,Earth,false,G/412/P,TRAPPIST-1e,21.0,false,882.0,0.0,0.0,,0.0,Herina Loway,false
2560_03,Earth,false,G/412/P,TRAPPIST-1e,2.0,false,0.0,0.0,0.0,0.0,0.0,Ireene Loway,false
2561_01,Earth,false,E/178/S,TRAPPIST-1e,19.0,false,194.0,44.0,0.0,549.0,1.0,Jerek Casonston,false
2571_01,Earth,false,G/414/P,TRAPPIST-1e,28.0,false,145.0,8.0,557.0,0.0,74.0,Janee Lamberguson,true
2574_01,Earth,false,F/496/S,TRAPPIST-1e,42.0,false,10.0,303.0,12.0,0.0,478.0,Berta Sweeton,false
2578_01,Earth,false,F/498/S,TRAPPIST-1e,18.0,false,1153.0,0.0,0.0,1409.0,195.0,Made Nasquez,false
2580_01,Earth,false,G/412/S,TRAPPIST-1e,24.0,false,19.0,676.0,0.0,26.0,0.0,Gretty Pentss,false
2581_01,Earth,false,E/156/P,TRAPPIST-1e,20.0,false,496.0,20.0,16.0,0.0,254.0,Eulah Conney,false
2581_02,Earth,false,F/531/P,TRAPPIST-1e,22.0,false,26.0,0.0,0.0,0.0,733.0,Ianya Conney,false
2582_01,Earth,false,G/415/P,TRAPPIST-1e,22.0,false,98.0,0.0,46.0,641.0,0.0,Kayd Chardsons,false
2584_01,Earth,,G/417/P,PSO J318.5-22,21.0,false,0.0,0.0,,0.0,0.0,Lilace Woodwardy,false
2588_01,Earth,false,G/419/P,TRAPPIST-1e,28.0,false,4.0,166.0,743.0,0.0,0.0,Lardy Cardner,true
2590_01,Earth,false,G/420/P,TRAPPIST-1e,8.0,false,0.0,0.0,0.0,0.0,0.0,Jeane River,false
2590_02,Earth,false,G/420/P,TRAPPIST-1e,45.0,false,406.0,148.0,285.0,0.0,0.0,Benew River,false
2590_03,Earth,true,G/420/P,PSO J318.5-22,35.0,false,0.0,0.0,0.0,0.0,0.0,Judya River,true
2591_01,Earth,false,F/499/S,PSO J318.5-22,18.0,false,9.0,419.0,0.0,201.0,7.0,Adammy Coolerson,false
2591_02,Earth,false,G/413/S,TRAPPIST-1e,23.0,false,0.0,121.0,0.0,568.0,128.0,Breney Coolerson,false
2593_01,Earth,false,G/421/P,TRAPPIST-1e,28.0,false,804.0,2.0,13.0,0.0,62.0,Terta Villenson,false
2599_01,Earth,true,,TRAPPIST-1e,21.0,false,0.0,0.0,0.0,0.0,0.0,Hery Bardinard,false
2606_01,Earth,false,F/537/P,TRAPPIST-1e,,false,900.0,0.0,0.0,0.0,1.0,Garion Dawsoncis,false
2606_02,Earth,false,F/537/P,TRAPPIST-1e,45.0,false,10.0,16.0,801.0,73.0,,Claura Dawsoncis,false
2609_01,Earth,true,G/416/S,PSO J318.5-22,,false,0.0,0.0,0.0,0.0,0.0,Vana Hopez,true
2616_01,Earth,,F/541/P,TRAPPIST-1e,17.0,false,0.0,604.0,0.0,0.0,218.0,Gracia Gallard,false
2617_01,Earth,false,G/424/P,PSO J318.5-22,32.0,false,59.0,0.0,469.0,0.0,0.0,Yolas Peckerson,false
2619_01,Earth,false,F/504/S,55 Cancri e,17.0,false,2000.0,0.0,0.0,0.0,0.0,Elaney Chanan,false
2622_01,Earth,false,F/505/S,55 Cancri e,34.0,false,492.0,0.0,13.0,55.0,0.0,Tera Coley,false
2624_01,Earth,false,F/542/P,TRAPPIST-1e,15.0,false,0.0,0.0,875.0,3.0,,Annard Armstromez,false
2625_01,Earth,true,G/426/P,TRAPPIST-1e,14.0,false,0.0,0.0,0.0,0.0,0.0,Paulie Stanleyd,true
2625_02,Earth,false,E/160/P,TRAPPIST-1e,22.0,false,0.0,1.0,271.0,0.0,1348.0,Karlie Stanleyd,false
2626_01,Earth,false,F/543/P,TRAPPIST-1e,19.0,false,232.0,0.0,479.0,0.0,5.0,Tarah Barks,false
2627_01,Earth,false,F/544/P,PSO J318.5-22,40.0,,0.0,228.0,5.0,454.0,1.0,Idave Kerristicey,false
2629_01,Earth,false,G/427/P,TRAPPIST-1e,22.0,false,91.0,6.0,0.0,17.0,693.0,Sethew Lardsonald,false
2633_01,Earth,false,G/428/P,55 Cancri e,26.0,false,0.0,0.0,0.0,0.0,,Herina Popez,false
2636_01,Earth,false,G/419/S,TRAPPIST-1e,22.0,false,,0.0,137.0,671.0,,Idave Owerson,false
2638_01,Earth,false,E/181/S,TRAPPIST-1e,26.0,false,0.0,29.0,0.0,759.0,0.0,Gerry Mondsey,false
2640_01,Earth,false,F/510/S,TRAPPIST-1e,19.0,false,0.0,0.0,0.0,0.0,1051.0,Helean Wagnerray,false
2641_01,Earth,true,G/420/S,PSO J318.5-22,16.0,false,0.0,0.0,0.0,0.0,0.0,Kendre Merkins,false
2643_01,Earth,false,F/511/S,PSO J318.5-22,34.0,false,122.0,0.0,6.0,739.0,0.0,Terta Chasey,false
2647_01,Earth,false,F/547/P,TRAPPIST-1e,24.0,false,0.0,0.0,0.0,636.0,68.0,Janney Johnsby,false
2648_01,Earth,false,G/421/S,TRAPPIST-1e,23.0,false,490.0,313.0,0.0,6.0,0.0,Allena Sullones,false
2650_01,Earth,true,G/431/P,TRAPPIST-1e,36.0,false,0.0,0.0,0.0,0.0,0.0,Artis Casonston,false
2652_01,Earth,false,F/513/S,TRAPPIST-1e,22.0,false,0.0,0.0,670.0,0.0,32.0,Wally Davispinoz,true
2655_01,Earth,true,G/422/S,TRAPPIST-1e,30.0,false,0.0,0.0,0.0,0.0,0.0,Benny Ballocks,false
2657_01,Earth,false,F/514/S,TRAPPIST-1e,20.0,false,0.0,27.0,1.0,686.0,1.0,Ricard Gainney,false
2658_01,Earth,false,F/549/P,TRAPPIST-1e,21.0,,366.0,1136.0,795.0,132.0,0.0,Craine Gentledges,false
2660_01,Earth,false,F/550/P,TRAPPIST-1e,27.0,false,0.0,0.0,,2.0,1215.0,Chael Avidson,false
2661_01,Earth,false,F/515/S,TRAPPIST-1e,19.0,false,1.0,4.0,0.0,750.0,3.0,Leene Vandan,false
2661_02,Earth,true,G/423/S,TRAPPIST-1e,21.0,false,0.0,0.0,0.0,0.0,0.0,Bara Vandan,true
2663_01,Earth,false,F/552/P,55 Cancri e,13.0,false,0.0,0.0,0.0,4.0,811.0,Penne Douglasen,true
2668_01,Earth,false,F/516/S,55 Cancri e,23.0,false,29.0,34.0,1.0,2838.0,0.0,Jacki Ingston,false
2668_02,Earth,false,G/424/S,55 Cancri e,34.0,false,0.0,382.0,0.0,87.0,236.0,Adamie Ingston,false
2670_01,Earth,false,G/432/P,TRAPPIST-1e,20.0,false,4.0,790.0,0.0,15.0,0.0,Glenna Leodger,false
2671_01,Earth,false,F/554/P,55 Cancri e,17.0,false,0.0,33.0,0.0,56.0,708.0,Anae Oconley,false
2672_01,Earth,false,F/555/P,PSO J318.5-22,21.0,false,970.0,0.0,213.0,8.0,86.0,Lillia Waltonson,false
2678_01,Earth,false,F/517/S,TRAPPIST-1e,21.0,false,0.0,680.0,0.0,10.0,0.0,Gera Sosanturney,true
